urlDrugName,rating,effectiveness,sideEffects,benefitsReview,sideEffectsReview,commentsReview,word_count,stopwords,numerics
wellbutrin,7,Considerably Effective,Mild Side Effects,Lifting of mood.,lifting mood,"I began taking Wellbutrin about 3 years ago.  At some point, I realized the generic was available and switched to it.  I did not anticipate any difference in effectiveness or side effects as I thought the generic was chemically identical to the brand, minus the ink used to print ""Wellbutrin"" on the pills.  It took about a month before I thought switching to the generic might even be related to the onset of irritability and subjective experience of ""heart pounding.""  I switched back to the name brand and the negative side effects disappeared almost immediately.  Also during the period of irritability (and pulse increase, I think, but I didn't actually take my pulse), I had a blood vessel burst in my hand.  This was not a surface capillary, but a deep vessel, that caused a bruise to appear on both sides of my hand.  The bursting was not associated with any trauma to the hand, but seemed rather spontaneous.",3,1,0
paxil,7,Considerably Effective,Severe Side Effects,concentration and anxiety levels returned to normal were very good. Felt so much better on the medication. Really noticeable quite quickly the benefits.,concentration anxiety levels returned normal good much medication really noticeable quite quickly benefits,take last thing at night. suits me better. some pple prefer taking in the morning.,23,8,0
wellbutrin-sr,1,Ineffective,Moderate Side Effects,"i dont think i felt anything positive, no mood change, just the same really although i am smoking a lot less, it does a good job of taking away cravings for nicotine",dont think anything positive mood change really although smoking lot less good job taking away cravings nicotine,"to take 2 daily, the results are meant to be felt about 1 month after starting treatment",32,14,0
effexor-xr,1,Ineffective,Severe Side Effects,none,none,"Told my doc about the side effects and he told me they supposed to do everything the opposite that I'm complaining about. 
i threw away the pills and switched doctors.
now i smoke pot. it makes me happy and there's no side effects that i was getting from Effexor besides the munchies ;)",1,0,0
lexapro,7,Considerably Effective,Mild Side Effects,"happier, slept better. The Lexapro helped with energy levels and anxiety; the Trazadone with sleep. Together they worked quite well, I thought, as I was peppier during the day and slept well at night. So all in all, I would say that this was an excellent combination for someone suffering from sleep deprivation, which contributed to depression, low energy, and anxiety. I felt cured",happier slept lexapro helped energy levels anxiety trazadone sleep together worked quite well thought peppier day slept well night would say excellent combination someone suffering sleep deprivation contributed low energy anxiety cured,"50-150 mg of trazodone and 20 mg of lexapro daily. I took all at night, just before going to bed. I would when trying to bring the Trazodone down--so I would be less groggy in the morning-- go very slowly, 25 mg less every few days. Usually this would work. If I woke in the middle of the night, I would immediately get up and take another 50 mg. I have probably taken up to 250 mg in one night, but very rarely. And I have had long periods where I was at 50 mg, only taking more if I was really stressed out or my mind was buzzling with too many details. I recommend this combination really.",64,22,0
zoloft,9,Highly Effective,Mild Side Effects,less severe depression. Lessoning of anxiety.,less severe lessoning anxiety,take one pill once a day,6,1,0
symbyax,2,Ineffective,Moderate Side Effects,the benefits were i was still depressed but not as bad and anything was better then that  all in all i should of had the anti bipolar med the damn doc thought i was bipolar,benefits still depressed bad anything anti bipolar med damn doc thought bipolar,i think this med sould be for very severe bipolar and depression combonation  or i probably should of took the bear minimum dose  it mite of worked but not for me,36,22,0
lexapro,9,Considerably Effective,Mild Side Effects,"more motivated and focused to accomplish daily activities, increased feelings of energy and decreased feelings of uselessness",motivated focused accomplish daily activities increased feelings energy decreased feelings uselessness,"in combination with talk therapy, i took 40 mg of Lexapro in the morning because when I took it in the evening, it caused some restlessness.  Before Lexapro I took Prozac for a year and found that it caused me to have interrupted sleep cycles so that is why I changed to Lexapro",17,6,0
pristiq,8,Considerably Effective,Mild Side Effects,Pristiq elevated mood and energy levels.,pristiq elevated mood energy levels,"Pristiq was prescribed at a 20 mg dose and then increased to 40 mg dose. I continue to take it as it has been the most effective medication for alleviating symptoms of depression that I have tried, including Prozac, Effexor, Wellbutrin and Lexapro.",6,1,0
sarafem,10,Highly Effective,No Side Effects,"stabilized mood, allowed for clearer thinking, improved sleep pattern, felt less anxious, made world look bright again.",stabilized mood allowed clearer thinking improved sleep pattern less anxious made world look bright,"Started with 20 mg once daily. This worked for several years. When spouse endured 3 years of life-threatening illness, the dosage was increased to 40 mg taken as 2 20mg pills.",17,1,0
wellbutrin-xl,10,Highly Effective,Mild Side Effects,"Within 3-4 weeks I had no depression and less hyperactivity; I was better able to organize my work and accomplish daily tasks; it regulated my sleep cycle. I told my husband that this must be what 'normal' (non-depressed, non-ADHD) adults feel like.",within 34 weeks less hyperactivity organize work accomplish daily tasks regulated sleep cycle told husband must normal nondepressed nonadhd adults like,"Before using Wellbutrin I had trouble getting to sleep, then trouble getting up in the morning. I was very irritable, depressed and frustrated. I always felt groggy and could not 'get it together' until late in the day. When my treatment began, I started by taking one 150 mg pill first thing in the morning for a week. Then I took one 150 mg pill in am and one 150 mg pill in pm (this was before XL came out). The third week and from then on I took 300 mg in morning. I felt so much better that I was not bothered by the slight let down in the evening. However,I didn't feel really well consistently all day until the XL formula came out. I have tried the generic and I don't feel as well and I had constant stomach aches to the point that I was having pain near my gall bladder and was considering being evaluated for gallstones. All of this cleared up when I went back to Wellbutrin XL and I have not had a problem since.",42,14,0
wellbutrin-xl,7,Moderately Effective,Mild Side Effects,"Elevation of mood and clarity of thought.  Progress stalled out at 300 mg, but with increase to 450 mg can tell the difference.  I'm able to finally think and plan ahead and chip away at all the clutter I've not been able to deal with which accumulated while depressed.",elevation mood clarity thought progress stalled 300 mg increase 450 mg tell difference im finally think plan ahead chip away clutter ive deal accumulated depressed,Initial treatment included therapy and Lexapro in addition to Wellbutrin XL.  Now only on the Wellbutrin XL.  I see the psychiatrist every 4 months for re-evaluation,51,22,2
wellbutrin-xl,8,Considerably Effective,No Side Effects,"This drug definately does have an effect on depression.  I went on a trip and while I had enough for the duration of the trip, I ran out the day I returned and was unable to get the refill for several days.  I noticed a significant change in my mood and affect and began experiencing symptoms of depression again.  Although I tried to keep a ""stiff upper lip"" my husband noticed the change.",drug definately effect went trip enough duration trip ran day returned unable get refill several days noticed significant change mood affect began experiencing symptoms although tried keep stiff upper lip husband noticed change,"Overall, I feel that my treatment with this drug has been successful.  I have not experienced any sexual side effects (which I know can occur with some antidepressants).  My libido is exactly the same as it was before my depression and before I began taking this drug.  I know that this drug can also cause a decrease in appetite as well as the urge to smoke.  My husband and I both smoke and I do smoke less when he is not home.  He is not on any medications and so he will frequently ask me if I want to go outside with him and smoke.  Usually (not always) I say yes for the companionship but sometimes I decline.  When he is not home I will smoke approximately 4 cigarettes in an 8-9 hour period (I used to be a pack-a-day smoker).  
Overall, I feel that this is a useful drug for depression.  I began taking it after my father died.  He battled cancer for 3 years and I took care of him the entire time.  His loss was debilitating to me.  No pill is going to change what I went through or how I feel, but this drug has helped me explore some of the painful feelings that go along with his death without ""coming unglued"".  My doctor prescribed this for me and at the same time switched me from Ortho-Tricyclen (which I was highly loyal to) to Loestrin Fe 24.  I must say that between these two drugs, physically I feel ten years younger (I am 33 but I feel 23 again).  Overall I would rate this drug as successful for me and will continue on it as long as my doctor and I feel is appropriate for me.",76,30,0
prozac,7,Considerably Effective,Mild Side Effects,"overal improvment in mood, cognitions and phyiscal symptoms. feelings of helplessness, worthlessness gradually subsided. Negative cognitions e.g. suicidal ideations were dimenshed, although it took a while for it to happen",overal improvment mood cognitions phyiscal symptoms feelings helplessness worthlessness gradually subsided negative cognitions eg suicidal ideations dimenshed although took happen,"After being assessed by a psychiaterist using differnt scales for depression, the patient was diagnozed with moderate to severe deprssion. The patient was then commenced on Prozac 20mg daily which was then to go up to 20mg daily. some side effecteds were reported during the firt two weeks, but they gradually wore off to minimum. The patient was on the medication for 2 years. The results were an improved mood, changed( positive outlook to life) and improved motivation and apetite",30,10,0
lexapro,8,Highly Effective,Mild Side Effects,"I felt more stable in my daily activities; more capable of handling stress; and better able to successfully complete my daily responsibilities of working nights, parenting three children and keeping a house running at an acceptable level.",stable daily activities capable handling stress successfully complete daily responsibilities working nights parenting three children keeping house running acceptable level,"I was prescribed 10mg initially and this was not enough so my dose was increased to 15mg.  I would occasionally take an additional 5 mg, totalling 20mg, but this was rare.  I eventually weaned myself off of the medicine.  My doctor said that it would be acceptable for me to do this myself as I felt ready; largely because my father had died and my mother had remarried and we both felt it was going to be a temporary need only.  I took Lexapro for approximately 6-8 months.",37,13,0
effexor,8,Considerably Effective,Mild Side Effects,"Yes would recommend this drug for people with mild depression,",yes would recommend drug people mild,"1 pill every night for depression.My doctor wanted me to try different medication,as my depression comes and goes.",10,3,0
effexor-xr,7,Moderately Effective,Mild Side Effects,Alleviated deep depression.,alleviated deep,Treatment ongoing.,3,0,0
prozac,6,Moderately Effective,Moderate Side Effects,depression was alleviated to a functional degree.I wasn't in lala land but was able to get out of bed and care for my children. I was never suicidal or violent,alleviated functional degreei wasnt lala land get bed care children never suicidal violent,I took the prozac once daily and got regular exercize.,30,15,0
lamictal,9,Highly Effective,Mild Side Effects,"Completely took away my severe chronic body pain. I was able to sleep at night and was not fatigued during the day. You have to be very careful with the dosage and slowly increase it, but it is completely worth it.",completely took away severe chronic body pain sleep night fatigued day careful dosage slowly increase completely worth,"Lamictal saved my life. I suffered from severe chronic body pain for 3 years, and naturally I searched for a physical cause but was never able to be diagnosed or treated correctly. Finally I was diagnosed with depression and began taking Lamictal. I felt a 180 degree difference in my life immediately. I started initially with 50 mg and slowly titrated up to 200 mg. Now I can sleep at night, I am not fatigued during the day, I can complete tasks and have motvation, and most importantly, I am completely pain free. The number 1 cause of body pain in teenagers is depression, and many doctors fail to take that into account.",41,19,0
prozac,8,Considerably Effective,Moderate Side Effects,"Definite improvement in mood, particularly at the beginning of treatment. Much better stability with moods and PMS symptoms in particular. I do think that I don't feel it is as effective now as when I started but still feel better than without it and would not stop treatment.",definite improvement mood particularly beginning treatment much stability moods pms symptoms particular think dont effective started still without would stop treatment,Take 20 mgs once per day. I have to speak with my Dr by phone every third refill and visit in office twice a year to discuss how treatment in working.,48,21,0
paxil,9,Considerably Effective,Mild Side Effects,"I am less angry, sleep a little better, MUCH less anxious. I am able to play with the kids without unhappily obsessing over all the things I should be working on. I can just chill out and be in the moment.",less angry sleep little much less anxious play kids without unhappily obsessing things working chill moment,"Clinical depression runs in my family. My sister was clinically depressed at the age of 9. She and I were both sensitive, angry, sad, and sometimes suicidal. I have just lived with it, not really taking meds much. I have to notice a difference in a few days if I am going to stick with something. My aunt told my sister that the people in our family do well on Paxil. My sister felt that it worked for her for a year or two, so I started taking it because it has reached a point where I have to be happy or die from stress. the Paxil had a noticeable effect on my anxiety levels in a matter of days, and an effect on my level of general happiness in a matter of a week or two. The doctor prescribed 20 mg which I just can't take because it makes me too sleepy the next day. I take 10mg which was enough for the first month. Now 10 mg is almost not enough, I can feel the anxiety there sometimes but more Paxil will make me sleepy. My 10 year old son inherited the family depression problem, he's been talking about killing himself and others. He started taking Paxil also, I have noticed a big difference. He is not angry so much anymore. It is helping us truly. I usually won't take prescriptions, I think they make people sicker sometimes. I will keep taking this stuff as long as the benefits outweigh the problems.",41,18,0
prozac,9,Considerably Effective,No Side Effects,"Maintained a general feeling of well being and being able to cope with life. When I stopped the treatment (gradually) the depression returned after a couple of months. Having suffered from depression periodically over a number of years, I feel my quality of life has increased with Prozac.",maintained general feeling well cope life stopped treatment gradually returned couple months suffered periodically number years quality life increased prozac,"One 20 mg tablet once a day, in the morning.",48,20,0
wellbutrin,10,Highly Effective,No Side Effects,"Depression lifted, more energy, more focus, more productive at work and school, able to laugh and smile, still felt sad or upset sometime (which is good because it means I didn't feel numb like some anti-depressants make you feel, sleep better.",lifted energy focus productive work school laugh smile still sad upset sometime good means didnt numb like antidepressants make sleep,I take the prescription because my shrink said that she had heard that the generic wasn't as effective. I started taking this to replace serzone (which was taken off the market) but it has been more effective than the serzone ever was.,41,14,0
zoloft,10,Highly Effective,No Side Effects,"feeling really relieved from the effects of usual depression, that i had for more than 10 years : feeling very low, no energy, daily crying, fear from future, unhappiness and underestimation of myself, regular temptation of suicide, thought i never tried to kill myself, the idea was becoming an obsession. And this terrible feeling of pretending all the time, at work, with friends, that i was ok, had disappeared. 
Before getting pregnant, i was a bit afraid that i have to stop the medication by my doctor told me to go on, that there was no known side effect with pregnancy, so i went on. My son is now 14 months old and is a wonderful healthy little boy, with a happy mother !",feeling really relieved effects usual 10 years feeling low energy daily crying fear future unhappiness underestimation regular temptation suicide thought never tried kill idea becoming obsession terrible feeling pretending time work friends ok disappeared getting pregnant bit afraid stop medication doctor told go known side effect pregnancy went son 14 months old wonderful healthy little boy happy mother,"one pill, 50mg/day, for 6 months at first, then as a regular treatment.",124,56,2
pristiq,8,Considerably Effective,Mild Side Effects,Pristiq elevated mood and energy levels.,pristiq elevated mood energy levels,"Pristiq was prescribed at a 20 mg dose and then increased to 40 mg dose. I continue to take it as it has been the most effective medication for alleviating symptoms of depression that I have tried, including Prozac, Effexor, Wellbutrin and Lexapro.",6,1,0
effexor,6,Moderately Effective,Severe Side Effects,"I noticed significant changes in the beginning.  After about 2 years, the dosage needed to be increased and is now at the max.  I am experiencing an ebb in effect and have no way to increase the dosage now.",noticed significant changes beginning 2 years dosage needed increased max experiencing ebb effect way increase dosage,-,41,19,1
lexapro,1,Ineffective,Severe Side Effects,"Placebo effects, I thought it was helping at first",placebo effects thought helping first,"I took the pills for around two years then heard on the news that many anti-depressants were no more effective than placebo. I decided to stop taking them, I weaned myself off over a few weeks. After this time I was a new person, the world felt real again, I was no longer plodding through life in a daze, I was so much happier, the things I used to enjoy I started to enjoy again. I am extremely angry that I cannot get back those years that I was taking various anti-depressants that turned me into a zombie who did not care about anything or anyone. I understand everyone is different and these may work for some people, but for me these drugs ruined my life, if you are taking them you could be missing out on so much, please consider whether they are doing more harm than good!",9,3,0
lexapro,10,Considerably Effective,No Side Effects,I had felt so depressed over the diagnosis of my mothers terminal illness and after taking this medication for less than 2 months I noticed that I could control my emotions much better.,depressed diagnosis mothers terminal illness taking medication less 2 months noticed could control emotions much,"Mother diagnosed with terminal illness.  Difficult time for me.  Cried alot.  Lexapro let me get hold of my emotions.  I felt that I could cope with the situation better.  The doctor increased my dose to 30mg after about 3 months.  I don't feel that it made a significant difference so, I cut back to 20mg.",33,13,1
zoloft,9,Highly Effective,Mild Side Effects,"Depression eased, and was able to continue with daily life. Additionally, regular headaches eased and eventually disappeared.",eased continue daily life additionally regular headaches eased eventually disappeared,"100mg dose daily was prescribed in 1998.  Symptoms presented were lack of enjoyment, repetitive negative thoughts, Uncontrollable outbursts of crying. Chronic headaches / fog.",17,5,0
lexapro,3,Considerably Effective,Severe Side Effects,"My doctor prescribed Lexapro to treat my condition of Major Depression Disorder (MMD.)  In addtion to Major Depression Disorder, I also have Anxiety Disorder, and prior to treatment, I occassionally get into hyperventilation. I felt better after several days into taking Lexapro, and I was able to sleep better also.",doctor prescribed lexapro treat condition major disorder mmd addtion major disorder also anxiety disorder prior treatment occassionally get hyperventilation several days taking lexapro sleep also,"To treat the Major Depression Disorder and Anxiety Disorder, I visited my psychologies on a weekly basis, and my psychiatrist once every two or three weeks. The first drug that the psychiatrist recommended was Lexapro, and I started with the 5 mg dosage, after which I took the 10 mg for about three weeks. As mentioned above, I had to call my psychiatrist by the third week to request a different drug due to significant side effects.",51,13,0
cymbalta,7,Considerably Effective,Moderate Side Effects,"This drug after it reached therapeutic levels in my body resulted in a lifting of my depression. I was able to function in life in a more normal way. I ""just felt like doing things"". Before i was struggling to get things accomplished.",drug reached therapeutic levels body resulted lifting function life normal way like things struggling get things accomplished,Made me feel jittery at first. Also excessive salivation. It took about 4 weeks for this to pass. Two months depression lifted.,43,18,0
celexa,8,Highly Effective,Mild Side Effects,After several days of taking 20 mg. per day my signs of depression were gone. I felt coming out of the dark in the bright sun! It has changed my life.,several days taking 20 mg per day signs gone coming dark bright sun changed life,"Treated 2 years by a psychologist who prescribed the Citalopram. Three times I tried to stop and live without, but the depression returned. Now my doctor prescribes it each time for 3 months.",31,11,1
cymbalta,9,Highly Effective,Mild Side Effects,"More energy, the pall that was hanging over me was lifted.  I became me again.  I did not just cruise through life having no connection, I was engaged again.",energy pall hanging lifted became cruise life connection engaged,"Cymbalta 20 mg 2x a day for one weeek to get acclimated to it.

Cymbalta 60 mg 1x a day.",31,14,0
pamelor,7,Considerably Effective,Severe Side Effects,"This medication was greatly effective in alleviating my depression, more effective than SSRIs or SNRIs I have tried.  Also, the effects did not seem to wear off with time (over the course of treatment, 9-12 months) which I experienced with celexa and effexor xr.  The facial pain was also decreased, this medication is also used as a treatment for nerve pain.",medication greatly effective alleviating effective ssris snris tried also effects seem wear time course treatment 912 months experienced celexa effexor xr facial pain also decreased medication also used treatment nerve pain,"I began at 10mg then worked up to a 50mg dose.  I had relatively good suppression of depressive symptoms at all doses, higher doses being better.  The higher doses did not seem to increase the weight gain/heart rate side effects any more than the lower doses (as in non-dose-dependent effects).",63,24,0
celexa,5,Moderately Effective,Severe Side Effects,"For the depression it didn't make much of a difference; but it worked wonders for my anxiety. The edginess, nervousness, impatience, fear of socializing and going out of the house, completely disappeared after one month of taking it. My close friends even commented that 'I was my old self again'. I was much more relaxed and happy. It made me realize that I was misdiagnosed as depressed, when what I really have is anxiety. After talking to my new psiquiatrist, we came to that conclusion.",didnt make much difference worked wonders anxiety edginess nervousness impatience fear socializing going house completely disappeared one month taking close friends even commented old self much relaxed happy made realize misdiagnosed depressed really anxiety talking new psiquiatrist came conclusion,"I started with 10mg/day, for one month, when I started to feel less anxious, but not motivated or more energetic, as expected from an anti-depressive medication. Then the dose went up to 20mg/day for another 3- 4 months, when no 'anti-depression' effects were noticed, the dose went up to 30 mg/day, it made no difference either. I have stopped taking it gradually (20mg/day for 1 week, then 10mg/day for 3 weeks) until i stopped completely. Now I'm waiting to see how I feel, to see if I 'll try another medication, since the side effect described above was intolerable to me.",85,35,0
paxil,7,Considerably Effective,No Side Effects,The treatment benfits were...I was able to over come depression with assitance from the drug paxil.  Along with therapy and Paxil I was able to live a normal life till I was able to do it alone through the coping methods I learned in Therapy.  I had no side effects and paxil took the edge off and allowed me to work ont he issues subjectively.,treatment benfits werei come assitance drug paxil along therapy paxil live normal life till alone coping methods learned therapy side effects paxil took edge allowed work ont issues subjectively,We con't to keep the dosage as is due to favorable results.,67,27,0
effexor-xr,8,Highly Effective,Mild Side Effects,Decreasse in general anxiety symptoms and most symptoms of depression.,decreasse general anxiety symptoms symptoms,"150 mg capsule taken with breakfast and 75mg with evening meal. This was accompanied by psychological counselling, mainly cognitive behaviour therapy",10,4,0
effexor,5,Considerably Effective,Moderate Side Effects,"the treatment reduced the following symptoms of depression: apathy, lack of
interest in daily activities, passive suicidal ideation, loss of energy.",treatment reduced following symptoms apathy lack interest daily activities passive suicidal ideation loss energy,"the treatment was started two years ago and was intially very effective.
despite causing augmentation of restless legs and inducing weekly migraines
a decision was to stay on the medication and treat the side effects. over
time the antidepressant effects waned but the side effects continued so I
am slowly being withdrawn from the effexor. the seroquel has had side effects
as well.",20,6,0
wellbutrin,5,Marginally Effective,Moderate Side Effects,"More energy, better mood, increase sexual desire (which was very low).",energy mood increase sexual desire low,I've been taking Duloxetina (Cymbalta) 60mg for 2 years now. It helps with my mood but it doesn't take all the depression sympthoms away.,11,2,0
prozac,10,Highly Effective,Mild Side Effects,Perfect.  The Trazadone helps me sleep inspite of the Prozac.  I no longer have any manic phases thanks to Lamictal.,perfect trazadone helps sleep inspite prozac longer manic phases thanks lamictal,"I started with the Prozac.  Then the trazadone was added to help me sleep.  I was always cycling into manic phases but they became more extreme and serious.  The Lamictal completely obliterated the mania.  I feel completely stable, happy and am very high functioning.",22,7,0
effexor-xr,7,Highly Effective,Moderate Side Effects,"Effexor was very effective at alleviating my symptoms of depression.  My mood improved dramatically, I felt happy and engaged in life again.  It also worked fairly quickly.  I began feeling the effects within the first week.",effexor effective alleviating symptoms mood improved dramatically happy engaged life also worked fairly quickly began feeling effects within first week,"My physician started me out on 37.5mg/day for 1 week then increased the dosage to 75mg/day for another week and, finally, to 150mg/day.  After taking 150mg/day for about a week, I felt it was too much...my heart was always racing, I couldn't sleep, and I generally just felt ""nervous"".  My physician dropped my dosage back to 75mg/day and that seemed to work best for me.  I absolutely feel that the Effexor helped lift my depression.  However, I eventually chose to stop taking it because of the sexual side effects.  After being on Effexor for about a year, I both wanted and needed to have a healthy sexual relationship with my husband again.  I dropped the dosage back to 37.5mg/day for a week, then one every other day for about another week before stopping altogether.  I don't recall having any ""withdrawal"" symptoms.  Within a few days of the last dose, all sexual functions were back.",39,9,0
effexor,3,Moderately Effective,Severe Side Effects,This drug did have benefits in that it stabilized my mood somewhat. I still suffer from severe bouts of depression- mostly caused by the side effects of the drug.,drug benefits stabilized mood somewhat still suffer severe bouts mostly caused side effects drug,I agree that this medication has some positive effects but the negative side-effect FAR OUTWEIGH the good.  Its been prescribed over and over to me by lazy doctors not willing to help me find the right medication for my condition. Any attempt to discontinue the medication has led to severe and acute withdrawal symptoms.,29,12,0
lexapro,9,Considerably Effective,Mild Side Effects,"Lessened anxiety,brought about more attention",lessened anxietybrought attention,take one pill daily,5,2,0
effexor,10,Highly Effective,No Side Effects,"The numbness in my arms and hands significantly reduced. I was having uncontrollable emotions of sadness, crying and even thoughts of suicide.  Taking the effexor helped me not only control my emotions but also diminished the intensity as well.",numbness arms hands significantly reduced uncontrollable emotions sadness crying even thoughts suicide taking effexor helped control emotions also diminished intensity well,I started off taking 50mg for two weeks then increased the dosage to 75mg for two weeks.  After visiting the Dr. after a month on this dosage he recommended going up to 100mg and eventually I increased it to 150mg.  This is currently the dosage I am taking.,40,16,0
effexor,10,Highly Effective,Mild Side Effects,The benefits of taking Effexor are wonderful. My mood has been so much better. I can function properly without feeling overwhelmed and or stressed out. I have recommended this drug to many of my friends who have had similar problems.,benefits taking effexor wonderful mood much function properly without feeling overwhelmed stressed recommended drug many friends similar problems,"The details in the treatment are just as I described shortly above. I went to the doctor, they prescribed it and I take it. Don't really know what else to say here for the treatment details.",40,16,0
effexor-xr,9,Highly Effective,Mild Side Effects,The xanax helped slow things down and make everything less stressful. helped me to stay on a calm even level.,xanax helped slow things make everything less stressful helped stay calm even level,I want to say it was 50 mg. doses taken up to 3 times a day.  It was somewhat up to me when I needed to take it.  Mostly for anxiety attacks.,20,6,0
prozac,10,Highly Effective,No Side Effects,"Within a few days, my mood, self-esteem, attitude and over-all well-being improved tremendously! I went from feeling suicidal and not being able to funtion properly in order to take care of myself or my family, to feeling better than I had since I was in my teens. I began to lose some of the weight I had gained from being depressed. I was in a wonderful mood and I had so much more energy than I had in years. My overall experience with Prozac has been perfect!",within days mood selfesteem attitude overall wellbeing improved tremendously went feeling suicidal funtion properly order take care family feeling since teens began lose weight gained depressed wonderful mood much energy years overall experience prozac perfect,"I started on 10 mgs. once a day and when that was tolerated well I went up to 40 mgs. This caused some insomnia and nervousness so my Dr. lowered it to 20 mgs. a day. There are still times I get depressed for a few days but that only happens once or twice a year and it is mild. I am looking at being on Prozac as long as my body toleates it, due to once being taken off I went into a fast downward spiral and had to begin again.",87,41,0
celexa,1,Ineffective,Moderate Side Effects,There were no benefits.  It did not solve the organic issues and created new problems.,benefits solve organic issues created new problems,"I began taking Celexa after Lexapro made me sleepy and hungry.  The Lexapro did indeed calm my anxieties.  It was thought that an isomer of Lexapro might be better tolerated.  This was not the case, and now I am off all medications for a short period to re-evaluate my baseline needs.",16,6,0
wellbutrin,8,Considerably Effective,No Side Effects,the treatment benefits were an increase of energy and an overall increase in mood while not affecting the libido.  after 2yrs it stopped having the same affect.,treatment benefits increase energy overall increase mood affecting libido 2yrs stopped affect,took 2 75 mg bupropion and 300mg zoloft in the morning.,28,15,0
lexapro,6,Marginally Effective,No Side Effects,"The treatment benefits were marginal at best.  Mood neither improved nor deteriorated, and anxiety was never significantly alleviated.  Unsurprisingly, recent research suggests that SSRIs are only effective in the most severe of cases.",treatment benefits marginal best mood neither improved deteriorated anxiety never significantly alleviated unsurprisingly recent research suggests ssris effective severe cases,"The pills are administered once a day, daily, for as long as you think it's worth taking them.  The prescribing physician recommended taking Lexapro for at least six months to get the full benefit of its normalizing effects.",35,12,0
wellbutrin,10,Highly Effective,No Side Effects,"Stability in mood, easy to recover from burst of anger, help to concentrate",stability mood easy recover burst anger help concentrate,"I had some mood problems, like being sad most of the time, no will to do anything, and most of it crying without a reason, like waking in the middle of the night and start crying. I only enjoyed very depressing movies where I could cry my eyes out.",13,5,0
wellbutrin,8,Highly Effective,Moderate Side Effects,I started with a 150 mg dose and that did next to nothing. I recently increased to 300 mg and then I really started to feel better. I felt kind of hyper and for the first time in ages was able to go back to my gym routine. I noticed a decrease in appetite which in my case is great as I have about 20 lbs to lose. This drug definitely helped with my feelings of worthlessness and failure and with the crying spells.,started 150 mg dose next nothing recently increased 300 mg really started kind hyper first time ages go back gym routine noticed decrease appetite case great 20 lbs lose drug definitely helped feelings worthlessness failure crying spells,"I'm really loving the increase in energy and the lifting of the black cloud, but sometimes I feel a little spinny. Since increasing the doseage I've noticed I've been doing more stupid things than normal, like almost backing up into a truck that I knew was there!!??",84,36,3
pristiq,9,Highly Effective,Moderate Side Effects,It has helped greatly with my depression. I had taken Wellburin for years and it stopped working. Pristiq has helped get my life back.,helped greatly taken wellburin years stopped working pristiq helped get life back,Feeling better,24,9,0
effexor-xr,3,Marginally Effective,Severe Side Effects,"Instead of curing my depression, this drug made me feel completely flat.",instead curing drug made completely flat,"I had been on Zoloft for 5 years with no problems. After a while it had been less effective, and my doctor cycled me rapidly through other drugs that did not work well. I had been inpatient for a week because treatment had been going so poorly. So this drug seemed better, compared to that, for a while, but gradually I noticed that I didn't so much feel better as that I just didn't feel anything at all.",12,4,0
prozac,8,Considerably Effective,Mild Side Effects,"Taking Prozac has helped me to live a normal life. I was having a serious bout of depression when I first started taking Prozac, and the drug lifted the symptoms of extreme hopelessness and racing negative thoughts. I've tried to go off the medication but whenever I do, negative thoughts and the resulting emotions return. When I resume taking Prozac, the symptoms subside. The medicine allows me to challenge thoughts rather than react to them.",taking prozac helped live normal life serious bout first started taking prozac drug lifted symptoms extreme hopelessness racing negative thoughts ive tried go medication whenever negative thoughts resulting emotions return resume taking prozac symptoms subside medicine allows challenge thoughts rather react,I've been taking 40 mg. of Prozac once a day for about 20 years (I started taking it about the time it first became available.),75,25,0
prozac,10,Considerably Effective,No Side Effects,"better able to handle everyday situations without spikes in temper
I usually woke up between 3-5 times a night. With the Prozac my sleep was less interrupted. 
I also had less stretches of times when I felt depressed and just wanted to sleep to get thru another day. All in all the Prozac helped me to rationally look at my life and make decisions. My outlook brightened.",handle everyday situations without spikes temper usually woke 35 times night prozac sleep less interrupted also less stretches times depressed wanted sleep get thru another day prozac helped rationally look life make decisions outlook brightened,20mg prozac once a day,66,23,0
effexor,8,Highly Effective,Moderate Side Effects,Significant remission from a major depressive disorder that had been present throughout childhood and into my adult life. One day I just could not get out of bed - the depression was so bad that my father took me to the doctor who handed me a sample pack provided to him by a drug rep. The Effexor was a life saving medication.,significant remission major depressive disorder present throughout childhood adult life one day could get bed bad father took doctor handed sample pack provided drug rep effexor life saving medication,"I did experience some  taking ignificant side effects as a result of taking effexor. THese included major sexual disfunction, chrinic tireness, apathy  and a numb state of being. I felt that the medication made me feel like I was just zombing through work and social life. I did not have a sex drive and found that I did not have any motivation to pursue sexual encounters.",62,29,0
cymbalta,7,Considerably Effective,Mild Side Effects,"Less pain, better mood",less pain mood,Took cymbalta once a day every day,4,0,0
wellbutrin,5,Moderately Effective,Moderate Side Effects,"mood improved slightly, mental energy increased slightly, but felt different than from a stimulant such as caffeine.",mood improved slightly mental energy increased slightly different stimulant caffeine,"I have a ""slow"" brain. Specifically I have what soem researchers refer to as ""sluggish cognitive tempo"". Taking a drug that has some dopaminergic activity could theoretically improve certain parts of the symptomology.",17,6,0
